Age,Income,Purchases,Membership,Churn
41,303.0,22,Two year,No
21,966.5999999999999,31,Two year,No
29,978.0,39,Month-to-month,No
54,250.79999999999998,26,Month-to-month,No
54,1273.1999999999998,53,One year,Yes
60,1100.4,1,Month-to-month,Yes
23,807.0,12,Month-to-month,No
56,1147.1999999999998,16,Month-to-month,Yes
63,244.20000000000002,2,Month-to-month,No
41,540.5999999999999,39,One year,No
28,899.4000000000001,1,Month-to-month,Yes
30,415.79999999999995,7,Month-to-month,No
51,832.1999999999999,4,Month-to-month,No
42,1144.1999999999998,10,Month-to-month,Yes
24,978.5999999999999,55,Month-to-month,No
21,904.8000000000001,72,Two year,No
25,813.5999999999999,10,Month-to-month,No
37,1336.8000000000002,11,Month-to-month,No
46,555.5999999999999,15,Month-to-month,No
62,244.79999999999998,23,Two year,No
63,240.60000000000002,1,Month-to-month,No
27,540.0,3,Month-to-month,Yes
60,1153.1999999999998,47,One year,No
51,235.79999999999998,15,One year,No
43,1194.0,66,Month-to-month,Yes
58,727.8,68,One year,No
20,1183.1999999999998,17,One year,Yes
23,714.0,7,Month-to-month,Yes
22,965.4000000000001,12,Month-to-month,Yes
22,860.4000000000001,21,One year,No
64,432.0,21,Month-to-month,No
40,782.4000000000001,56,One year,No
26,587.4000000000001,6,Month-to-month,No
52,642.0,65,Two year,No
37,965.4000000000001,42,One year,No
59,1308.6,68,Two year,No
52,315.6,48,Two year,No
35,1281.6,50,One year,No
34,779.4000000000001,7,Month-to-month,No
41,232.20000000000002,63,Two year,No
20,253.20000000000002,17,Month-to-month,No
49,935.4000000000001,42,Month-to-month,Yes
52,226.20000000000002,4,Month-to-month,No
55,312.0,62,Two year,No
30,896.4000000000001,2,Month-to-month,Yes
64,844.1999999999999,2,Month-to-month,No
42,1162.8000000000002,48,Two year,No
26,234.60000000000002,27,Two year,No
21,964.8000000000001,70,Two year,No
31,1065.6,1,Month-to-month,Yes
54,1135.8000000000002,46,One year,No
51,1083.0,30,Month-to-month,Yes
28,775.8000000000001,15,Month-to-month,Yes
58,1149.0,69,One year,No
20,234.60000000000002,65,Two year,No
45,1249.1999999999998,72,Two year,No
46,1068.6,13,Month-to-month,Yes
26,241.20000000000002,17,One year,No
20,1338.6,51,One year,No
42,726.0,51,Two year,No
51,1091.4,72,Two year,No
29,1048.8000000000002,67,One year,Yes
59,236.39999999999998,34,Month-to-month,No
26,611.4000000000001,67,Two year,No
32,240.60000000000002,49,One year,No
57,232.79999999999998,53,Two year,No
42,713.4000000000001,27,Month-to-month,No
22,1137.0,23,Month-to-month,Yes
28,978.0,69,Two year,No
51,348.6,2,Month-to-month,No
41,1037.4,35,Month-to-month,Yes
32,847.1999999999999,46,One year,No
55,1166.4,54,Two year,No
25,1179.0,56,One year,Yes
22,909.0,9,Month-to-month,Yes
43,710.4000000000001,20,Month-to-month,No
35,910.8000000000001,11,Month-to-month,No
23,1080.6,30,Month-to-month,No
54,851.4000000000001,68,Two year,No
30,1231.1999999999998,38,Month-to-month,No
45,1024.1999999999998,17,Month-to-month,Yes
22,1273.1999999999998,48,One year,Yes
30,525.5999999999999,1,Month-to-month,No
34,708.0,63,Two year,No
57,839.4000000000001,3,One year,No
62,292.20000000000005,48,One year,No
49,353.4,66,One year,No
46,1012.8000000000001,68,Two year,No
20,540.5999999999999,17,Month-to-month,Yes
57,247.79999999999998,7,One year,No
51,1045.1999999999998,72,Two year,No
57,238.20000000000002,29,Month-to-month,No
44,1084.1999999999998,37,Month-to-month,No
30,1317.6,34,Month-to-month,Yes
62,1015.8000000000001,42,Month-to-month,Yes
50,786.0,59,One year,No
23,954.0,11,Month-to-month,Yes
41,971.4000000000001,60,Month-to-month,No
36,673.8,27,Month-to-month,No
33,1029.6,1,Month-to-month,Yes
57,949.1999999999999,1,Month-to-month,Yes
45,412.79999999999995,17,Month-to-month,No
50,249.0,58,Two year,No
58,225.60000000000002,1,One year,No
30,531.5999999999999,3,Month-to-month,Yes
60,1089.6,53,Month-to-month,No
62,307.20000000000005,35,Month-to-month,No
42,1271.4,50,Month-to-month,Yes
59,849.5999999999999,68,Two year,No
53,304.79999999999995,47,Month-to-month,No
44,1305.6,65,Month-to-month,No
55,837.0,5,Month-to-month,Yes
24,1135.8000000000002,51,Month-to-month,Yes
22,1152.6,46,Month-to-month,Yes
60,922.1999999999999,9,Month-to-month,No
62,243.0,8,Two year,No
48,297.6,14,One year,No
40,1387.8000000000002,45,Month-to-month,No
59,895.1999999999999,8,Month-to-month,No
27,601.8,1,Month-to-month,Yes
49,1237.8000000000002,66,One year,No
60,865.1999999999999,72,Two year,No
47,1363.1999999999998,41,Month-to-month,Yes
56,301.20000000000005,23,Two year,No
48,946.8000000000001,29,Month-to-month,Yes
35,961.8000000000001,4,Month-to-month,No
53,304.79999999999995,6,Two year,No
19,1264.8000000000002,67,One year,No
31,549.0,7,Month-to-month,No
30,293.4,56,One year,No
46,300.0,72,Two year,No
29,1023.0,72,Two year,No
56,235.20000000000002,23,Two year,No
19,601.8,35,Month-to-month,No
49,846.5999999999999,27,Month-to-month,No
30,720.5999999999999,26,Month-to-month,Yes
63,316.79999999999995,12,One year,No
44,241.79999999999998,40,Two year,No
58,706.2,7,Month-to-month,No
34,1170.6,70,Month-to-month,No
57,235.79999999999998,60,Two year,No
48,303.0,39,One year,No
51,1373.4,72,Two year,No
41,416.40000000000003,1,Month-to-month,Yes
62,848.4000000000001,54,One year,No
52,1023.5999999999999,3,Month-to-month,Yes
23,906.5999999999999,63,Two year,No
36,1017.5999999999999,71,Two year,No
47,247.79999999999998,42,One year,No
24,245.39999999999998,47,Two year,No
27,1229.4,66,One year,Yes
58,1252.8000000000002,21,Month-to-month,Yes
49,427.79999999999995,11,Month-to-month,No
51,1197.0,1,Month-to-month,Yes
45,1085.4,55,Month-to-month,No
32,1171.8000000000002,69,Two year,No
47,886.1999999999999,3,Month-to-month,No
54,892.8000000000001,4,Month-to-month,Yes
46,829.1999999999999,30,Two year,No
39,993.0,5,Month-to-month,No
21,292.79999999999995,71,Two year,No
37,663.0,29,One year,No
49,736.2,52,Month-to-month,No
53,921.0,68,One year,No
21,232.79999999999998,46,Two year,No
44,657.0,8,Month-to-month,No
34,236.39999999999998,72,Two year,No
29,238.79999999999998,17,One year,No
39,1295.4,3,Month-to-month,No
34,1005.5999999999999,2,Month-to-month,No
27,891.0,9,Month-to-month,Yes
18,676.8,51,One year,No
39,241.20000000000002,6,Two year,No
43,1138.8000000000002,3,Month-to-month,No
35,1130.4,17,Month-to-month,No
31,598.8,30,Month-to-month,No
64,852.5999999999999,31,Month-to-month,No
46,979.8000000000001,45,Two year,No
29,1073.4,64,One year,No
53,718.2,1,Month-to-month,Yes
52,835.1999999999999,1,Month-to-month,Yes
29,1188.0,61,One year,No
24,228.60000000000002,1,Month-to-month,No
46,544.8,9,Month-to-month,Yes
28,1373.4,72,Two year,No
50,234.0,1,Month-to-month,Yes
23,531.0,7,Month-to-month,No
64,1086.6,66,One year,No
32,838.8000000000001,1,Month-to-month,Yes
49,244.79999999999998,40,Month-to-month,No
28,856.8000000000001,16,Month-to-month,No
40,1045.8000000000002,2,Month-to-month,Yes
43,298.20000000000005,67,Two year,No
51,1253.4,41,One year,No
63,237.60000000000002,56,Two year,No
51,1397.4,72,Two year,No
46,1017.0,3,Month-to-month,Yes
21,240.60000000000002,54,Two year,No
34,1329.0,52,Month-to-month,No
52,1076.4,50,Two year,No
30,1079.4,14,Month-to-month,Yes
58,584.4000000000001,27,One year,No
56,1159.1999999999998,72,Two year,No
32,891.5999999999999,62,One year,No
46,651.5999999999999,12,Month-to-month,No
46,898.1999999999999,44,One year,No
28,959.4000000000001,54,Two year,No
49,240.60000000000002,68,Two year,No
19,232.79999999999998,20,Month-to-month,No
64,658.8,50,One year,No
31,293.4,58,Two year,No
37,1075.8000000000002,35,Month-to-month,No
39,544.8,2,Month-to-month,No
28,908.4000000000001,63,Two year,No
44,1327.8000000000002,58,One year,No
20,246.60000000000002,27,One year,No
34,1381.8000000000002,71,Two year,No
61,702.5999999999999,63,One year,No
45,1119.0,71,Month-to-month,No
46,1358.4,41,Month-to-month,Yes
38,1086.0,13,Month-to-month,Yes
64,948.0,2,Month-to-month,Yes
33,232.20000000000002,68,Two year,No
54,585.0,1,Month-to-month,No
37,1308.6,65,Two year,No
23,300.0,72,Two year,No
36,658.8,28,Month-to-month,No
22,297.0,72,Two year,No
20,1093.8000000000002,2,Month-to-month,No
18,241.79999999999998,18,One year,Yes
55,1252.1999999999998,60,One year,No
32,792.5999999999999,26,Month-to-month,No
51,859.8000000000001,1,Month-to-month,Yes
52,244.20000000000002,4,Month-to-month,Yes
42,1106.4,68,Two year,No
41,1011.0,38,Month-to-month,Yes
29,1262.4,42,One year,No
35,235.20000000000002,57,Two year,No
32,364.79999999999995,54,Month-to-month,No
61,937.1999999999999,12,Month-to-month,Yes
33,738.0,44,One year,No
44,832.8000000000001,42,Month-to-month,No
25,297.0,72,Two year,No
63,1092.6,71,Two year,No
42,1075.8000000000002,19,Month-to-month,Yes
34,883.8000000000001,23,Month-to-month,No
46,232.79999999999998,30,Two year,No
25,314.4,35,One year,No
32,1184.4,10,Month-to-month,Yes
44,526.2,1,Month-to-month,No
63,836.4000000000001,22,Month-to-month,No
24,462.59999999999997,7,Two year,No
20,637.2,36,Two year,No
46,247.79999999999998,34,Month-to-month,No
61,773.4000000000001,72,Two year,No
41,301.20000000000005,36,Two year,No
20,916.1999999999999,1,Month-to-month,Yes
37,949.8000000000001,23,Month-to-month,Yes
63,1020.0,32,Month-to-month,Yes
32,1141.8000000000002,71,One year,No
42,952.1999999999999,23,Month-to-month,No
47,1159.8000000000002,17,One year,No
31,906.0,1,Month-to-month,No
24,236.39999999999998,12,Two year,No
34,246.0,72,Two year,No
61,230.39999999999998,1,Month-to-month,No
37,1180.1999999999998,72,Two year,No
53,892.1999999999999,60,Month-to-month,No
26,616.2,61,Two year,No
55,547.8,6,Month-to-month,No
39,1023.5999999999999,32,Month-to-month,Yes
19,1038.6,31,Month-to-month,Yes
41,886.1999999999999,19,Month-to-month,Yes
25,243.60000000000002,72,Two year,No
28,650.4000000000001,32,Month-to-month,No
30,1087.8000000000002,65,Month-to-month,No
34,610.8,45,Month-to-month,No
25,300.6,42,One year,No
38,898.1999999999999,8,Month-to-month,No
35,246.0,32,Two year,No
47,762.5999999999999,22,Month-to-month,No
35,538.2,57,Month-to-month,Yes
63,575.4000000000001,1,Month-to-month,No
64,541.2,1,Month-to-month,Yes
48,540.0,1,Month-to-month,No
55,1152.0,24,Month-to-month,Yes
49,240.60000000000002,1,Month-to-month,Yes
28,1080.6,54,Month-to-month,No
62,303.6,4,Two year,No
42,1303.8000000000002,65,Two year,Yes
50,291.6,56,One year,No
55,911.4000000000001,45,Month-to-month,No
58,236.39999999999998,71,Two year,No
25,796.8000000000001,59,One year,No
28,429.0,69,One year,No
39,225.60000000000002,19,One year,No
41,232.79999999999998,55,Two year,No
58,231.60000000000002,38,One year,No
34,546.5999999999999,10,Month-to-month,Yes
29,809.4000000000001,47,Month-to-month,No
63,421.20000000000005,2,Month-to-month,Yes
49,554.4000000000001,1,Month-to-month,Yes
32,541.8,1,Month-to-month,Yes
33,519.5999999999999,1,Month-to-month,Yes
39,241.20000000000002,46,Two year,No
45,685.8,38,Month-to-month,Yes
37,706.8,65,Two year,No
50,878.4000000000001,19,Month-to-month,Yes
27,1024.1999999999998,52,Month-to-month,Yes
57,233.39999999999998,71,Two year,No
49,551.4000000000001,1,Month-to-month,Yes
50,606.0,52,Month-to-month,No
19,301.20000000000005,6,One year,No
50,728.4000000000001,26,One year,No
50,1188.0,48,One year,No
58,1252.8000000000002,64,One year,No
30,1005.0,3,Month-to-month,Yes
47,528.5999999999999,1,Month-to-month,No
50,289.20000000000005,72,Two year,No
30,546.5999999999999,1,Month-to-month,No
43,1125.6,51,Month-to-month,No
39,236.39999999999998,41,Two year,No
56,847.8000000000001,72,Two year,No
19,1037.4,43,Two year,No
55,1369.1999999999998,72,Two year,No
56,1142.4,47,One year,No
43,1062.6,72,Two year,No
63,249.0,3,Month-to-month,No
32,840.5999999999999,1,Month-to-month,Yes
51,1032.0,2,Month-to-month,Yes
59,535.8,26,Month-to-month,No
61,722.4000000000001,29,Month-to-month,No
57,1206.0,35,Month-to-month,Yes
28,665.4000000000001,27,One year,No
20,843.5999999999999,24,Month-to-month,No
23,724.8,67,Two year,No
26,871.8000000000001,16,Month-to-month,Yes
23,669.5999999999999,23,One year,No
26,373.20000000000005,14,Month-to-month,No
56,252.0,1,Month-to-month,Yes
48,541.2,1,Month-to-month,Yes
49,611.4000000000001,4,Month-to-month,No
58,829.1999999999999,16,Month-to-month,No
29,527.4000000000001,46,Month-to-month,No
25,1038.0,68,Two year,No
25,839.4000000000001,38,Month-to-month,No
45,604.8,30,Month-to-month,Yes
37,947.4000000000001,5,Month-to-month,Yes
64,1091.4,17,Month-to-month,No
24,238.79999999999998,4,Two year,No
28,241.79999999999998,12,One year,No
37,1087.1999999999998,72,Two year,No
33,1104.0,3,Month-to-month,No
21,1133.4,56,Month-to-month,Yes
23,298.20000000000005,41,One year,No
39,432.0,40,One year,No
43,942.0,7,Month-to-month,No
20,239.39999999999998,69,Two year,No
58,247.79999999999998,7,One year,No
59,366.0,5,Month-to-month,No
31,1273.1999999999998,72,Two year,No
28,246.0,44,One year,No
35,1146.0,65,One year,No
29,775.1999999999999,3,Month-to-month,No
40,613.2,24,Month-to-month,No
29,1017.5999999999999,44,Month-to-month,Yes
30,1069.1999999999998,72,Two year,No
42,659.4000000000001,24,Month-to-month,No
62,610.8,1,Month-to-month,Yes
36,245.39999999999998,22,Month-to-month,No
63,1031.4,70,Two year,No
53,724.2,25,Month-to-month,No
62,237.60000000000002,37,Two year,No
25,1024.1999999999998,22,Month-to-month,No
46,865.1999999999999,59,Two year,No
49,1197.6,49,Month-to-month,Yes
61,1288.1999999999998,47,Month-to-month,Yes
35,234.60000000000002,31,Month-to-month,Yes
23,972.5999999999999,1,Month-to-month,No
35,246.0,3,Month-to-month,No
36,1341.6,53,One year,No
39,242.39999999999998,1,Month-to-month,No
54,236.39999999999998,20,One year,No
49,949.1999999999999,3,Month-to-month,Yes
58,238.20000000000002,51,One year,No
20,726.0,51,One year,No
45,234.60000000000002,13,Two year,No
27,250.79999999999998,1,Month-to-month,No
52,252.60000000000002,1,Month-to-month,No
46,858.0,63,One year,No
32,655.8,3,Month-to-month,No
50,230.39999999999998,46,Two year,No
24,597.5999999999999,1,Month-to-month,No
29,306.0,8,Month-to-month,Yes
47,246.0,71,Two year,No
38,1084.8000000000002,55,Month-to-month,No
48,1083.0,70,One year,No
41,969.0,2,Month-to-month,Yes
37,1255.1999999999998,67,Two year,No
54,1102.1999999999998,65,Month-to-month,Yes
21,602.4000000000001,14,Month-to-month,No
45,1146.0,20,Month-to-month,No
61,904.1999999999999,1,Month-to-month,Yes
37,905.4000000000001,1,Month-to-month,Yes
41,1144.8000000000002,49,Month-to-month,No
49,1215.6,72,Two year,No
58,637.2,46,Month-to-month,No
53,1018.1999999999999,24,Month-to-month,No
51,411.0,5,Month-to-month,No
53,1063.1999999999998,33,Month-to-month,No
19,721.8,42,One year,No
32,1199.4,23,One year,No
51,848.4000000000001,8,Month-to-month,No
53,657.5999999999999,66,One year,No
23,594.5999999999999,24,Month-to-month,Yes
56,657.5999999999999,24,Month-to-month,No
59,943.1999999999999,69,One year,Yes
29,1203.6,53,One year,No
20,643.2,60,Two year,No
62,973.1999999999999,7,Month-to-month,Yes
35,232.20000000000002,20,One year,No
57,1027.1999999999998,23,Month-to-month,No
38,969.5999999999999,72,Two year,No
32,899.4000000000001,11,Month-to-month,Yes
50,235.20000000000002,21,Two year,No
52,1122.6,1,Month-to-month,Yes
43,1088.4,31,Month-to-month,No
25,837.0,57,Two year,No
53,240.0,45,Two year,No
47,1143.0,10,Month-to-month,No
40,1225.1999999999998,58,Month-to-month,Yes
59,239.39999999999998,14,Month-to-month,No
61,970.1999999999999,27,One year,No
31,1090.8000000000002,14,Month-to-month,Yes
31,350.4,12,Month-to-month,Yes
19,1119.6,69,Two year,No
54,1069.8000000000002,25,Month-to-month,Yes
22,1306.1999999999998,58,One year,Yes
55,556.2,35,Two year,No
62,1017.0,16,Month-to-month,Yes
58,945.0,45,One year,No
64,1002.5999999999999,17,Month-to-month,No
31,548.4000000000001,1,Month-to-month,Yes
56,235.20000000000002,22,One year,No
42,839.4000000000001,1,Month-to-month,Yes
37,814.1999999999999,67,Two year,No
19,1267.8000000000002,67,Two year,No
56,535.2,2,Month-to-month,Yes
23,899.4000000000001,23,Month-to-month,Yes
34,906.0,9,Month-to-month,No
42,241.79999999999998,5,Month-to-month,No
45,542.4000000000001,54,Two year,No
19,1143.0,57,Two year,Yes
52,1078.1999999999998,24,Month-to-month,Yes
54,1205.4,49,One year,Yes
22,565.8,5,Month-to-month,Yes
18,962.4000000000001,2,Month-to-month,Yes
57,1045.1999999999998,4,Month-to-month,Yes
29,951.0,70,Two year,No
53,910.8000000000001,5,Month-to-month,Yes
62,1028.4,53,Month-to-month,No
40,1185.0,47,Month-to-month,Yes
64,241.20000000000002,31,One year,No
48,741.5999999999999,13,Month-to-month,No
28,598.8,28,Month-to-month,No
27,1037.4,10,Month-to-month,Yes
20,244.79999999999998,38,Two year,No
31,543.5999999999999,1,Month-to-month,Yes
33,1249.1999999999998,67,One year,Yes
27,904.8000000000001,52,One year,No
46,1297.8000000000002,62,Two year,No
27,1035.0,16,Month-to-month,No
29,972.0,5,Month-to-month,Yes
47,1148.4,12,One year,No
58,1402.1999999999998,72,Two year,No
18,1269.0,71,One year,No
22,241.79999999999998,24,One year,No
37,235.20000000000002,15,Two year,No
25,1087.1999999999998,67,One year,Yes
60,731.4000000000001,2,Month-to-month,No
29,300.6,5,Month-to-month,No
18,1057.8000000000002,15,Month-to-month,Yes
37,242.39999999999998,1,Month-to-month,Yes
45,723.5999999999999,41,One year,No
60,767.4000000000001,43,Month-to-month,No
54,891.5999999999999,1,Month-to-month,No
64,847.1999999999999,1,Month-to-month,No
54,1089.6,26,Month-to-month,Yes
29,952.1999999999999,22,Month-to-month,Yes
54,1086.6,71,Two year,No
61,233.39999999999998,7,Two year,No
45,773.4000000000001,28,Month-to-month,No
64,835.8000000000001,16,Month-to-month,No
32,234.0,7,One year,No
23,1326.0,69,Two year,No
61,296.4,1,Month-to-month,No
37,928.8000000000001,3,Month-to-month,No
31,1161.6,21,Month-to-month,Yes
19,1024.8000000000002,69,Month-to-month,No
26,571.2,71,Two year,No
54,232.79999999999998,69,Two year,No
37,1246.1999999999998,48,Month-to-month,No
43,1000.1999999999999,47,Month-to-month,Yes
46,592.8,2,Month-to-month,Yes
18,1301.4,45,Month-to-month,No
52,972.0,51,Month-to-month,No
23,950.4000000000001,22,Month-to-month,Yes
54,1039.8000000000002,72,Two year,No
22,1115.4,37,Month-to-month,No
50,1084.1999999999998,71,Two year,No
31,584.4000000000001,7,Month-to-month,Yes
29,301.79999999999995,66,Two year,No
59,916.8000000000001,51,One year,No
37,234.60000000000002,30,One year,No
41,1024.1999999999998,34,Month-to-month,No
60,297.6,64,Two year,No
51,1237.8000000000002,65,One year,No
42,1209.0,47,Month-to-month,No
46,1147.1999999999998,1,Month-to-month,Yes
56,717.0,49,Month-to-month,Yes
48,1129.1999999999998,67,Two year,No
64,232.20000000000002,39,One year,No
60,238.79999999999998,14,Month-to-month,No
40,1297.8000000000002,43,Month-to-month,Yes
61,1212.6,56,Month-to-month,No
55,709.2,14,One year,No
37,856.1999999999999,1,Month-to-month,Yes
40,670.2,16,One year,No
62,1272.6,70,Month-to-month,No
33,1009.1999999999999,72,Two year,No
59,903.5999999999999,23,Month-to-month,No
25,296.4,21,Month-to-month,No
38,241.79999999999998,1,Month-to-month,Yes
18,837.0,1,Month-to-month,Yes
25,1118.4,32,Month-to-month,Yes
46,970.1999999999999,17,Month-to-month,Yes
49,403.79999999999995,4,Month-to-month,Yes
55,669.5999999999999,36,One year,No
22,476.40000000000003,50,Two year,No
64,354.0,48,Month-to-month,No
39,241.79999999999998,50,Two year,No
64,954.5999999999999,72,Two year,No
51,297.6,10,Month-to-month,No
18,235.79999999999998,18,Month-to-month,No
43,959.4000000000001,1,Month-to-month,Yes
60,231.60000000000002,1,Month-to-month,Yes
27,1128.6,9,Month-to-month,No
47,1089.0,2,Month-to-month,No
35,946.1999999999999,40,Month-to-month,No
34,1194.0,69,One year,No
43,1190.4,37,One year,Yes
25,966.5999999999999,18,Month-to-month,No
64,842.4000000000001,11,Month-to-month,No
57,1022.4000000000001,8,Month-to-month,Yes
29,903.0,3,Month-to-month,Yes
44,713.4000000000001,55,One year,No
25,1120.1999999999998,33,Month-to-month,No
42,539.4000000000001,46,Month-to-month,No
63,313.20000000000005,34,Two year,No
21,242.39999999999998,3,Month-to-month,No
50,255.0,30,Two year,No
18,712.8,33,One year,No
36,1140.0,45,One year,No
48,742.8,40,Month-to-month,No
33,1423.8000000000002,71,Two year,No
31,652.2,1,Month-to-month,Yes
22,773.4000000000001,72,Two year,No
58,961.8000000000001,22,Month-to-month,No
43,242.39999999999998,46,One year,No
45,252.0,55,Two year,No
19,245.39999999999998,1,Month-to-month,No
23,910.1999999999999,12,One year,No
26,965.4000000000001,31,Month-to-month,No
50,299.4,5,Month-to-month,Yes
58,906.0,67,Two year,No
42,533.4000000000001,1,Month-to-month,No
30,508.20000000000005,40,One year,Yes
26,894.5999999999999,41,Month-to-month,No
30,903.5999999999999,1,Month-to-month,Yes
48,1137.6,51,One year,Yes
58,577.8,42,Two year,No
28,235.79999999999998,23,One year,No
21,846.5999999999999,1,Month-to-month,Yes
51,241.79999999999998,1,Month-to-month,No
55,1279.1999999999998,56,Month-to-month,No
63,1092.0,15,Month-to-month,No
21,304.79999999999995,12,Two year,No
55,839.4000000000001,54,Two year,No
36,802.1999999999999,7,Month-to-month,No
23,1033.8000000000002,33,Month-to-month,Yes
51,241.79999999999998,16,Month-to-month,No
35,778.1999999999999,21,One year,No
30,898.1999999999999,30,Two year,No
58,606.0,3,Month-to-month,No
40,874.8000000000001,11,Month-to-month,No
36,1380.6,62,One year,No
62,228.0,18,Month-to-month,No
28,234.60000000000002,6,Month-to-month,No
18,1213.1999999999998,46,One year,No
41,1009.1999999999999,21,Month-to-month,No
24,289.79999999999995,68,Two year,No
42,601.2,1,Month-to-month,No
38,895.1999999999999,25,Month-to-month,No
32,237.0,24,Two year,No
18,1020.0,30,Month-to-month,Yes
29,966.5999999999999,2,Month-to-month,Yes
24,1281.6,51,One year,No
32,1014.0,57,Two year,No
38,300.6,15,Two year,No
36,1004.4000000000001,72,Two year,No
46,909.5999999999999,2,Month-to-month,Yes
42,1159.1999999999998,28,Month-to-month,No
50,1182.0,29,Month-to-month,Yes
49,1213.1999999999998,70,Two year,No
52,242.39999999999998,13,One year,No
61,1128.6,59,One year,No
55,1143.0,13,Month-to-month,Yes
43,892.8000000000001,7,Month-to-month,Yes
28,972.0,62,Two year,No
52,723.0,21,One year,No
25,730.2,2,Month-to-month,No
63,527.4000000000001,1,Month-to-month,No
31,1032.6,4,Month-to-month,No
27,243.0,19,One year,No
19,1021.8000000000001,30,Month-to-month,Yes
63,232.79999999999998,67,Two year,No
26,1231.8000000000002,72,Two year,No
20,238.79999999999998,53,Two year,No
38,234.60000000000002,5,One year,No
43,1146.0,71,Two year,No
25,1009.8000000000001,50,One year,No
19,1238.4,56,Two year,No
23,602.4000000000001,2,Month-to-month,No
45,1062.6,2,Month-to-month,Yes
46,657.0,24,Month-to-month,Yes
43,239.39999999999998,46,Two year,No
42,1395.0,71,Two year,No
29,374.4,29,Month-to-month,No
22,293.4,69,Two year,No
51,1010.4000000000001,71,Two year,No
54,1095.6,1,Month-to-month,Yes
32,1027.8000000000002,56,Two year,No
61,254.39999999999998,56,One year,No
53,954.0,1,Month-to-month,Yes
32,306.6,28,One year,No
60,242.39999999999998,19,Month-to-month,No
40,766.2,66,Month-to-month,No
23,743.4000000000001,17,One year,No
63,309.0,52,Two year,No
61,698.4000000000001,19,One year,No
60,1030.1999999999998,36,One year,No
62,841.1999999999999,7,Month-to-month,Yes
38,1258.8000000000002,72,One year,No
40,1335.6,67,One year,Yes
60,1198.1999999999998,34,One year,No
33,1143.0,57,Month-to-month,Yes
64,1035.0,7,Month-to-month,Yes
32,1209.6,1,Month-to-month,Yes
42,234.60000000000002,8,Month-to-month,No
53,1248.0,69,Two year,No
28,1252.8000000000002,50,One year,No
32,234.0,10,One year,No
21,303.0,12,Two year,No
38,1035.6,14,Month-to-month,Yes
30,598.2,70,Two year,No
39,1307.4,64,Month-to-month,No
36,1078.8000000000002,66,Two year,No
51,984.0,71,Two year,No
31,1079.4,20,Month-to-month,No
21,952.1999999999999,72,Two year,No
63,768.5999999999999,71,Two year,No
44,1213.8000000000002,38,Month-to-month,No
46,1079.4,28,Month-to-month,Yes
64,917.4000000000001,17,Month-to-month,Yes
45,469.20000000000005,33,One year,No
52,415.20000000000005,23,Two year,No
25,234.60000000000002,58,One year,No
33,1253.4,70,Two year,No
59,846.0,4,Month-to-month,No
53,244.20000000000002,45,Two year,No
47,840.0,10,Month-to-month,Yes
35,233.39999999999998,36,Two year,No
19,838.8000000000001,54,Month-to-month,No
30,716.4000000000001,23,Two year,No
21,940.1999999999999,41,One year,No
43,857.4000000000001,5,Month-to-month,No
42,550.2,27,One year,No
47,1150.1999999999998,1,Month-to-month,No
28,428.40000000000003,67,Two year,No
24,1074.6,72,Two year,No
48,299.4,56,Two year,No
61,298.20000000000005,44,One year,No
27,1209.6,66,Month-to-month,No
56,772.8000000000001,34,One year,Yes
30,1264.1999999999998,69,Two year,No
48,1229.4,1,Month-to-month,Yes
24,235.79999999999998,40,Two year,No
59,653.4000000000001,30,Month-to-month,No
59,846.0,11,Month-to-month,No
53,241.20000000000002,15,One year,No
37,832.1999999999999,11,Month-to-month,No
21,237.60000000000002,64,One year,No
24,892.8000000000001,72,Two year,No
18,1116.6,72,Two year,No
61,614.4000000000001,1,Month-to-month,No
62,787.1999999999999,15,One year,No
59,966.5999999999999,60,One year,No
64,632.4000000000001,56,One year,No
30,250.20000000000002,8,Two year,No
39,961.1999999999999,3,Month-to-month,Yes
38,625.8,49,Month-to-month,No
39,962.4000000000001,2,Month-to-month,Yes
45,1177.8000000000002,6,Month-to-month,Yes
26,1379.4,70,Two year,No
43,1355.4,12,Month-to-month,Yes
26,1253.4,52,One year,No
32,1363.8000000000002,72,Two year,No
27,247.20000000000002,40,Two year,No
41,850.8000000000001,1,Month-to-month,Yes
59,1042.1999999999998,3,Month-to-month,Yes
25,1098.6,40,Month-to-month,No
41,598.2,1,Month-to-month,No
33,237.60000000000002,30,One year,No
43,1198.1999999999998,23,Month-to-month,Yes
44,894.0,1,Month-to-month,Yes
54,1249.8000000000002,44,Month-to-month,No
21,1309.8000000000002,65,Month-to-month,Yes
41,578.4000000000001,7,Month-to-month,No
36,301.20000000000005,72,Two year,No
53,1201.8000000000002,8,Month-to-month,No
56,782.4000000000001,16,Month-to-month,Yes
27,1194.0,66,Month-to-month,Yes
42,858.5999999999999,1,Month-to-month,Yes
35,670.8,3,Month-to-month,No
36,1126.8000000000002,53,Month-to-month,Yes
53,772.8000000000001,8,Month-to-month,No
27,1300.8000000000002,69,Two year,Yes
50,1023.5999999999999,5,Month-to-month,No
22,1289.4,72,Two year,No
64,585.0,13,Month-to-month,Yes
52,1027.8000000000002,4,Month-to-month,Yes
61,1095.6,54,Two year,No
51,1031.4,72,Two year,No
50,1280.4,12,Month-to-month,Yes
38,301.79999999999995,1,Month-to-month,Yes
34,542.4000000000001,1,Month-to-month,No
39,1324.1999999999998,54,One year,Yes
